movie_id,title,tmdb_id,poster_path,overview,vote_average
898,"Postman, The (1997)",258767,/njH1PU2nAYa5yvrJAmwRGmvxqFo.jpg,"Abbas, a resident of Cairo, is appointed by the government to hold the office of supervisor in a post office in a small village in Upper Egypt.",6.5
899,"Winter Guest, The (1997)",25994,/9t0hyTI7HTB6JSIecUNODrtBvwa.jpg,"It's winter in a small Scottish village near the sea, and multiple lives intersect in a day. Frances has just lost her husband to an early death, so her mother, Elspeth, travels to Frances' house to reconnect with her daughter and grandson, Alex. Meanwhile, old women Chloe and Lily go to a funeral, youngsters Sam and Tom cut class, and Alex gets a crush on tomboy Nita.",6.4
900,Kundun (1997),9746,/yvdFRDoQIQ5PBk4u8x8gJT8NJAw.jpg,"The Tibetans refer to the Dalai Lama as 'Kundun', which means 'The Presence'. He was forced to escape from his native home, Tibet, when communist China invaded and enforced an oppressive regime upon the peaceful nation. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsala ever since.",6.796
901,Mr. Magoo (1997),9438,/po5CfSBmmATuCNIt7M1G7xOPuUK.jpg,"Mr. Magoo, a man with terrible eyesight, gets caught up in a museum robbery.",4.479
902,"Big Lebowski, The (1998)",115,/9mprbw31MGdd66LR0AQKoDMoFRv.jpg,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",7.841
903,Afterglow (1997),26941,/c13Luo9O09ah6nMPrsr3zqlLyF9.jpg,"Lucky Mann is a builder equally handy at repairs and seduction. The latest housewife to succumb to his charms is Marianne, unhappily married to corporate exec Jeffrey. When Jeffrey becomes enraptured by Lucky’s wife Phyllis, the four get caught in a love quadrangle that reignites their marriages.",5.857
904,Ma vie en rose (My Life in Pink) (1997),27103,/4SwZaSDy1DR80QXKdvp6iSTawK2.jpg,"Ludovic is waiting for a miracle. With six-year-old certainty, she believes she was meant to be a little girl -- and that the mistake will soon be corrected. But where she expects the miraculous, Ludo finds only rejection, isolation and guilt -- as the intense reactions of family, friends, and neighbors strip away every innocent lace and bauble.  As suburban prejudices close around them, family loves and loyalties are tested in the ever-escalating dramatic turns of Alain Berliner's critically acclaimed first feature. Winner of the Golden Globe for Best Foreign Language Film and a favorite at festivals around the world, this unique film experience delivers magic of the rarest sort through a story of difference, rejection, and childlike faith in miracles.",6.9
905,Great Expectations (1998),9410,/djLsfl3lm7BZKWsKfVZ2wM1ZMrP.jpg,"Loosely based on the Charles Dickens' classic novel, ""Great Expectations"" is a sensual tale of a young man's unforgettable passage into manhood, and the three individuals who will undeniably change his life forever. Through the surprising interactions of these vivid characters, ""Great Expectations"" takes a unique and contemporary look at life's great coincidences.",6.606
906,Oscar & Lucinda (1997),39780,/9naDX3u4hsRM8jZ0Y7k5e2HAKmY.jpg,"After a childhood of abuse by his evangelistic father, misfit Oscar Hopkins becomes an Anglican minister and develops a divine obsession with gambling. Lucinda Leplastrier is a rich Australian heiress shopping in London for materials for her newly acquired glass factory back home. Deciding to travel to Australia as a missionary, Oscar meets Lucinda aboard ship, and a mutual obsession blossoms. They make a wager that will alter each of their destinies.",6.4
907,Vermin (1998),1247242,/yxJiT53rBEHLxoosd73jjeIEijE.jpg,"When a freak accident grievously injures her housemate, a guilt stricken pacifist must protect them both from a mysterious creature that roams their apartment after dark.",0.0
908,Half Baked (1998),9490,/14TmEac4bquNaEld9t0uIliYoKE.jpg,"Three lovable party buds try to bail their friend out of jail. But just when the guys have mastered a plan, everything comes dangerously close to going up in smoke.",6.322
909,Dangerous Beauty (1998),8583,/7uHX8qIr8VYPwdpVv4TCjXcVxDo.jpg,"Veronica is brilliant, gifted and beautiful, but the handsome aristocrat she loves, Marco Venier, cannot marry her because she is penniless and of questionable family. So Veronica's mother, Paola, teaches her to become a courtesan, one of the exotic companions favored by the richest and most powerful Venetian men. Veronica courageously uses her charms to change destiny -- and to give herself a chance at true love.",7.04
910,Nil By Mouth (1997),21252,/u0Zl9uF0LV37X6oKECLT6rU7TsI.jpg,"The family of Raymond, his wife Val and her brother Billy live in working-class London district. Also in their family is Val and Billy's mother Janet and grandmother Kath. Billy is a drug addict and Raymond kicks him out of the house, making him live on his own. Raymond is generally a rough and even violent person, and that leads to problems in the life of the family.",6.841
911,Twilight (1998),8966,/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",6.3
913,Love and Death on Long Island (1997),47452,/8lF3SnK2QxtVBQLQHj7q4fHrAl.jpg,"Curmudgeonly author Giles De'Ath, a widower with a marked distaste for modern popular culture, attempts to buy a ticket for a film adaptation of an E.M. Forster novel, but instead finds himself watching a tacky teen sex comedy. Yet when the beautiful Ronnie Bostock appears on the movie screen, Giles finds himself caught in a whirlwind of unanswered questions about both his own sexuality and his place in late 20th-century society.",6.311
914,Wild Things (1998),617,/wrcTDD9T7Ga5c9MW7kaOo2qwIvW.jpg,"When teen-socialite Kelly Van Ryan and troubled bad girl Suzie Toller accuse guidance counselor Sam Lombardo of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop suspects conspiracy, but nothing is what it seems...",6.361
915,Primary Colors (1998),9440,/1FDR837wg7bi02F1R7JESCoPWBD.jpg,"In this adaptation of the best-selling roman à clef about Bill Clinton's 1992 run for the White House, the young and gifted Henry Burton is tapped to oversee the presidential campaign of Governor Jack Stanton. Burton is pulled into the politician's colorful world and looks on as Stanton -- who has a wandering eye that could be his downfall -- contends with his ambitious wife, Susan, and an outspoken adviser, Richard Jemmons.",6.267
916,Lost in Space (1998),2157,/fCocPDUFuKswY2GxDdfYsT9BXMd.jpg,"The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.",5.4
917,Mercury Rising (1998),8838,/uB8qfwqvJA2adiVOwsN5clZS4Lo.jpg,"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.",6.289
918,City of Angels (1998),795,/iuzxpUjHsbQJXV3kB9ZAdCimM60.jpg,"When a guardian angel – who invisibly watches over the citizens of Los Angeles – becomes captivated by a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.",6.813
919,"City of Lost Children, The (1995)",902,/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",7.249
920,Two Bits (1995),40628,/ianK4zwR5Vv4JSDm3sNDh3kH86I.jpg,"It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary.",5.7
921,Farewell My Concubine (1993),10997,/ySf9I93w6kJiaEb2T4zpoQjY8PR.jpg,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and endure some of the most troublesome times in China's history.,8.0
922,Dead Man (1995),922,/jX3wGBVoYoAY3IixBpwYk1fjT4z.jpg,"On the run after committing murder, an accountant encounters a strange Native American man who prepares him for his journey into the spiritual world.",7.297
923,Raise the Red Lantern (1991),10404,/j6MGZpg55cTqlHHwahBtzI2qQg1.jpg,"In 1920s China, 19-year-old Songlian becomes a concubine of a powerful lord and is forced to compete with his three wives for the privileges gained.",7.933
924,White Squall (1996),10534,/muhTVa52IufjTaqNseXFQUAEuyG.jpg,"In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.",6.275
925,Unforgettable (1996),418437,/jKyjJu3N0bcF9TzcyGLb0Nn6Uqq.jpg,"Barely coping with the end of her marriage, Tessa Connover learns that her ex-husband, David, is now happily engaged to Julia. Trying to settle into her new life after moving in with David, Julia believes she has finally met the man of her dreams, the man who can help her forget her troubled past. Soon, Tessa's jealousy starts to consume her, and she will stop at nothing to turn Julia's paradise into the ultimate nightmare.",5.91
926,Down Periscope (1996),9101,/brleKcHsirTw7lFqcgUMOfgL2nl.jpg,"Maverick Navy Lieutenant Commander Tom Dodge will never be a textbook officer, but he's a brilliant seaman who's always wanted to command a nuclear submarine — he's been given one last chance to clean up his record. Unfortunately, Admiral Graham, his nemesis, would rather sink the fleet than give Dodge his own boat. So, Graham stacks the deck against him and assigns Dodge to the Stingray, a diesel-powered WW2 submarine that can barely keep afloat. To make matters worse, Dodge's crew is a collection of maladjusted, mistake-prone misfits. Then, he's tagged the ""enemy"" in a crucial war game, and ordered to take on the U.S. Navy's best.",6.367
927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",4307,/u172NHV9SvqgVDSyRayJIPK2Brl.jpg,"Leo is a middle-aged writer of popular romantic novels who writes under a pseudonym, since she despises her own work. At home, her husband, who works overseas, is distant both physically and emotionally. As she reevaluates her life and writing, Leo is led to an unexpected relationship with Ángel, a sensitive newspaper editor.",6.8
928,"Craft, The (1996)",9100,/8bW2RdRkloYtEPhbQZN4wcdmJP4.jpg,"A Catholic school newcomer falls in with a clique of teen witches who wield their powers against all who dare to cross them -- be they teachers, rivals or meddlesome parents.",6.776
929,Harriet the Spy (1996),38223,/spTUUMgIVm4gOdWL35IoYWEuZQl.jpg,"When the secret notebook of a young girl who fancies herself a spy is found by her friends, her speculations make her very unpopular! Can she win her friends back?",6.026
930,Chain Reaction (1996),12123,/4ahjVHwXXsq5zK57ds8FwWY73MS.jpg,"At the University of Chicago, a research team that includes brilliant student machinist Eddie Kasalivich experiences a breakthrough: a stable form of fusion that may lead to a waste-free energy source. However, a private company wants to exploit the technology, so Kasalivich and physicist Dr. Lily Sinclair are framed for murder, and the fusion device is stolen. On the run from the FBI, they must recover the technology and exonerate themselves.",5.786
